nome,rede,cidade,estado,lat,lon,telefone,email,website
EME AUTO CENTER,Continental,CAMPOS DOS GOYTACAZES,RJ,-21.7512016,-41.3286674,2232110400,,
RALLY PNEUS,Continental,CAMPO MOURÃO,PR,-24.036559,-52.368654,(44) 3068-1130,,
OSNIR PNEUS E AUTO CENTER,Continental,FRANCISCO BELTRÃO,PR,-26.0851332,-53.0447654,(46) 2601-1455,,
GARCIA PNEUS,Continental,BLUMENAU,SC,-26.9053447,-49.0658423,4732374749,,
FLORIPA PNEUS,Continental,FLORIANOPOLIS,SC,-27.5764298,-48.5942136,(48) 3091-0909,,
S&S PNEUS,Continental,ERECHIM,RS,-27.637294,-52.2682796,54999571749,,
SS PNEUS,Continental,"R JOAO BATTISTON, 291",RS,-27.6447981,-52.2967241,(54) 3015-4702,,
PNEUMARC AUTO CENTER,Continental,NOVA PETRÓPOLIS,RS,-29.3779701,-51.1134462,(54) 3298 2320,,
FORTBRAS,Continental,VILHENA,RO,-12.7426587,-60.1290271,6933221211 / 6933222411,,
VIP PNEUS,Continental,JUSSARA,GO,-15.8744016,-50.865367,(62) 3373-3238,,
PNEUTOTAL,Continental,RIO VERDE ,GO,-17.7877898,-50.9171236,6239435606,,
PLAYCAR,Continental,SAO LUIS,MA,-2.5352547,-44.2272815,9831319100,,
DOM PNEUS,Continental,PARNAIBA,PI,-2.91662391810185,-41.7711311647239,8699867088,,
A. R. PNEUS,Continental,TUCURUI,PA,-3.7612498,-49.6807178,(94) 3787-3871,,
DE PNEUS,Continental,MARABA,PA,-5.34969751157761,-49.1161419650297,(94) 3198-1104,,
DE PNEUS,Continental,MARABA,PA,-5.366304,-49.126934,(94) 3324-4583,,
DE PNEUS,Continental,PARAUAPEBAS,PA,-6.0805652,-49.8844547,9431982067,,
DE PNEUS,Continental,PARAUAPEBAS,PA,-6.0882721,-49.8467645,9431982067,,
DE PNEUS,Continental,XINGUARA,PA,-7.1047879,-49.9374579,94992583605,,
DE PNEUS,Continental,REDENCAO,PA,-8.0450219,-50.0231277,9431982056,,
PNEUSCARMG CENTRO AUTOMOTIVO,Continental,PASSOS,MG,-20.714248,-46.6100631,3535261664,,
PNEUSCARMG CENTRO AUTOMOTIVO,Continental,SÃO JOÃO BATISTA DO GLÓRIA,MG,-20.641213,-46.508118,(35) 99761-6000,,
PNEUSCARMG CENTRO AUTOMOTIVO,Continental,PASSOS,MG,-20.7359097,-46.6031695,(35) 3526-1664,,
MSP,Continental,POÇOS DE CALDAS,MG,-21.7836011,-46.5910657,3530420839,,
DANIEL PNEUS,Continental,EXTREMA,MG,-22.8542376238897,-46.3189027294478,3534352650,,
ORVEL PNEUS,Continental,SAO MATEUS,ES,-18.7188916,-39.8701697,2735001857,,
PNEUS MAIA,Continental,SEABRA,BA,-12.427664,-41.7685013,7599961-7098,,
TRUCK SÃO JOSÉ,Continental,PATOS,PB,-7.0419182,-37.2780411,83999280093,,
TECNOCAR,Continental,PERUÍBE,SP,-24.2958755,-46.9686734,(13) 3150-0559,,
TECNOCAR,Continental,ITANHAÉM,SP,-24.1911767,-46.8133397,(13) 99801-3175,,
OX PNEUS,Continental,BALNEARIO CAMBORIU,SC,-26.9743981,-48.6385039,,,
DEXSA PNEUS,Continental,VITÓRIA DE SANTO ANTÃO,PE,-8.1119333,-35.2906274,,,
TOP PNEUS,Continental,VALENÇA,RJ,-22.2485072,-43.7086872,(24) 3325-7650,,
HONORATO PNEUS,Continental,DIAMANTINA,MG,-18.2348578,-43.6090232,(11) 94088-5474,,
TIMBOZÃO AUTO CENTER,Continental,ITAPERUNA,RJ,-21.2005355741522,-41.9049745582838, 22996018547,,
AM PNEUS,Continental,POUSO ALTO,MG,-22.2545322,-44.9307131,(35) 3364-7414,,
B&S,Continental,RIO DE JANEIRO,RJ,-23.0181673197288,-43.4800523527786,(21) 97926-0206,,
HL PNEUS,Continental,POUSO ALEGRE,MG,-22.2356899824197,-45.9332986576721,3530255885,,
TRIP PNEUS,Continental,IPATINGA,MG,-19.470972996597,-42.5586622558197,(33) 3529-1900,,
CHAIM PNEUS,Continental,CATAGUASES,MG,-21.3854105,-42.6917129,(32) 3422-5910,,
RIO FORCE,Continental,PARACATU,MG,-17.2361803,-46.8425213,(38) 99800-1441,,
CRILUB,Continental,CRICIUMA,SC,-28.6781387,-49.4198746,(48) 3442-5922,,
NORTE AUTO CENTER,Continental,GOVERNADOR VALADARES,MG,-18.8521118,-41.9479677,,,
DOM PNEUS,Continental,Presidente Dutra,,-5.2924936,-44.4920378,89999840177,,
VIA DIESEL,Continental,CAICÓ,RN,-6.4569462,-37.119215,(84) 3417-1180,,
FORTBRAS,Continental,ARIQUEMES,RO,-9.9135424,-63.0503672,6935354446 / 6935356718,,
ROZZACO,Continental,GUARAMIRIM,SC,-26.4707566,-49.0000179,(47) 3373-1016,,
TRANSRECOM PNEUS,Continental,CAMAÇARI,BA,-12.6956682,-38.3388787,(71) 3644-2137,,
TOFFOLI PNEUS,Continental,MARAU,RS,-28.4646674,-52.203449,(54) 99117-3691,,
PODIUM PNEUS,Continental,SENHOR DO BONFIM,BA,-10.459737,-40.18243,(74) 3542-1031,,
CASA DO OLEO,Continental,VITORIA DA CONQUISTA,BA,-14.8852240440144,-40.844446,(77) 3613-1660,,
PARDAL PNEUS,Continental,ITAJUBA,MG,-22.4251951,-45.4678792,(35) 99118-8732,,
MAYAGO AUTO CENTER,Continental,CABO FRIO,RJ,-22.8893952,-42.0478902,(22) 2645-6868,,
TRIP PNEUS,Continental,TEOFOLI OTONI,MG,-17.8607652940894,-41.515269628836,(33) 3529-1900,,
AUTO OK,Continental,PASSO FUNDO,RS,-28.2741649,-52.3835926,(54) 3315-1554,,
ANTÔNIO AUTO CENTER,Continental,CACHOEIRO DE ITAPEMIRIM,ES,-20.8483994,-41.1308296,(28) 99925-7591,,
FR PNEUS,Continental,VILA RICA,MT,-10.0187783,-51.1321856,(66) 98452-2484,,
PNEUFIX,Continental,PRIMAVERA DO LESTE,MT,-15.5406867682973,-54.2960564233135,(66) 99631-0151,,
SUSIN AUTO CENTER,Continental,VACARIA,RS,-28.5066931,-50.9420506,(54) 99605-2765,,
TUDO PNEUS,Continental,ALAGOINHAS,BA,-12.1206707,-38.3935628,(75) 99976-6898,,
PAX PNEUS,Continental,PONTA GROSSA,PR,-25.083657,-50.1862718,(42) 99136-5743,,
JOTA PINTO PNEUS,Michelin,ARAPIRACA,Alagoas,-9.75,-36.63685,(82) 3521-1240,,
TEC PNEUS,Michelin,MACEIÓ,Alagoas,-9.65,-35.73374,(82) 3302-1122,,
ETTAL PNEUS 1,Michelin,MACAPÁ,Amapa,0.04,-51.07099,(96) 2237808,,
NORTE PNEUS,Michelin,MANAUS,Amazonas,-3.0,-60.01337,(92) 2129-5353,,
SHOPPING DOS PNEUS,Michelin,MANAUS,Amazonas,-3.09,-60.03519,(92) 3215-2050,,
CENTRO AUTOMOTIVO KIGUI,Michelin,BARREIRAS,Bahia,-12.14261,-44.97307,(77) 3611-7271,,
COMVEIMA,Michelin,GUANAMBI,Bahia,-14.21,-42.77639,(77) 3452440,,
COPA 70 PECAS E SERVICOS LTDA,Michelin,IRECÊ,Bahia,-11.29,-41.84256,(74) 3641-3916,,
JAI DO OLEO ITABUNA,Michelin,ITABUNA,Bahia,-14.81,-39.29247,(73) 3301-8603,,
PODIUM JUAZEIRO,Michelin,JUAZEIRO,Bahia,-9.44,-40.4946,(74) 3611-8222,,
T R PNEUS,Michelin,LUIS EDUARDO MAGALHÃES,Bahia,-12.08,-45.79353,(77) 3628-1922,,
PNEUFORTE,Michelin,SANTO ANTÔNIO DE JESUS,Bahia,-12.97,-39.26174,(75) 3631-8208,,
Pneu AX,Michelin,Salvador,Bahia,-13.00766,-38.46046,(71) 3180-3115,,
REVIZZA,Michelin,TEIXEIRA DE FREITAS,Bahia,-17.53,-39.71668,(73) 3292-9422,,
JAI DO OLEO VITORIA DA CONQUISTA,Michelin,VITÓRIA DA CONQUISTA,Bahia,-14.89,-40.84467,(77) 3028-3544,,
APB PNEUS FORTALEZA,Michelin,FORTALEZA,Ceará,-3.74,-38.47917,(85) 3122-2858,,
PLAY BACK,Michelin,FORTALEZA,Ceará,-3.74,-38.51574,(85) 3254-2070,,
POINT CENTER - 1,Michelin,FORTALEZA,Ceará,-3.74,-38.49456,(85) 3242-7333,,
PRETA PNEUS AUTO CENTER LTDA                               ,Michelin,FORTALEZA,Ceará,-3.77274,-38.5159,(85) 3037-9158,,
JAGUARIBE DIESEL,Michelin,JAGUARIBE,Ceará,-5.9,-38.62,(88) 3522-8800,,
"RAINHA DOS PNEUS - COMERCIO DE PNEUS, PE                   ",Michelin,MARACANAÚ,Ceará,-3.8723,-38.62792,(85) 4108-0110,,
NOVA INDY,Michelin,SOBRAL,Ceará,-3.69,-40.35703,(88) 3614-3111,,
ARAUJO PNEUS,Michelin,BARRA DE SÃO FRANCISCO,Espírito Santo,-18.75196,-40.89381,(27) 99316-9852,,
Speed Pneus Atacarejo LTDA,Michelin,BREJETUBA,Espírito Santo,-20.13336,-41.2926,(33) 3339-1000,,
AMANDA PNEUS,Michelin,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,-20.85,-41.12732,(28) 3521-8280,,
REVIZZA CARIACICA,Michelin,CARIACICA,Espírito Santo,-20.34,-40.37971,(27) 3030-1900,,
MEGA AUTO CENTER,Michelin,CIVIT II,Espírito Santo,-20.17,-40.20352,(27) 3338-6581,,
PLENA PNEUS,Michelin,COLATINA,Espírito Santo,-19.54,-40.63133,(27) 3722-5155,,
REVIZZA GUARAPARI,Michelin,GUARAPARI,Espírito Santo,-20.65,-40.51273,(27) 3030-1900,,
879 LOKAU DO AUTOMOVEL,Michelin,GUAÇUÍ,Espírito Santo,-20.80357,-41.72591,3298808938,,
CAPEÇAS,Michelin,ICONHA,Espírito Santo,-20.79,-40.8117,(28) 3537-1577,,
ESKELSEN SUPER RECAP DE PNEUS COMERCIO E SERVICOS,Michelin,LINHARES,Espírito Santo,-19.39466,-40.06533,(27) 3372-4900,,
PERONI,Michelin,LINHARES,Espírito Santo,-19.39,-40.06668,(27) 3264-5858,,
ALONSO PNEUS,Michelin,MUNIZ FREIRE,Espírito Santo,-20.47,-41.41897,(28) 3544-1041,,
AUTO SALES CENTRO AUTOMOTIVO,Michelin,SANTA TERESA,Espírito Santo,-19.94,-40.59771,(27) 3259-2101,,
MEGA AUTO CENTER,Michelin,SERRA,Espírito Santo,-20.17,-40.20133,(27) 3238-8953,,
AUTO PEÇAS LORENZONI,Michelin,SÃO GABRIEL DA PALHA,Espírito Santo,-19.02,-40.53273,(27) 3727-1457,,
PLENA II,Michelin,SÃO MATEUS,Espírito Santo,-18.72,-39.86026,(27) 3763-1220,,
IMIGRANTE PNEUS,Michelin,VENDA NOVA DO IMIGRANTE,Espírito Santo,-20.33,-41.13435,(28) 3546-0132,,
BIL AUTO PECAS EIRELI,Michelin,VILA VALERIO,Espírito Santo,-18.99707,-40.39031,(27) 99881-7920,,
REVIZZA VILA VELHA,Michelin,VILA VELHA,Espírito Santo,-20.35,-40.32671,(27) 3030-1900,,
REVIZZA VITORIA,Michelin,VITÓRIA,Espírito Santo,-20.31,-40.30764,(27) 3030-1900,,
ZILLI ANÁPOLIS,Michelin,ANÁPOLIS,Goias,-16.33,-48.95343,(62) 3387-3107,,
FUTURA PNEUS MICHELIN,Michelin,CATALÃO,Goias,-18.17,-47.94337,(64) 3442-2103,,
AUTO CAR PNEUS,Michelin,FORMOSA,Goias,-15.55,-47.32458,(61) 3642-2504,,
CARDOSO ITUMBIARA,Michelin,ITUMBIARA,Goias,-18.42,-49.22366,(64) 3431-9999,,
RODANTE PNEUS,Michelin,JATAÍ,Goias,-17.89,-51.71762,(64) 3631-1853,,
KM PNEUS,Michelin,RIO VERDE,Goias,-17.79,-50.91343,(64) 3613-6700,,
STYLLO CENTRO AUTOMOTIVO,Michelin,RIO VERDE,Goias,-17.80296,-50.94421,(64) 3623-8700,,
ZILLI RIO VERDE,Michelin,RIO VERDE,Goias,-18.61,-52.29524,(62) 3283-2908,,
L.G. PNEUS BACABAL,Michelin,BACABAL,Maranhão,-4.22,-44.78915,(99) 3621-4804,,
CERRADO PNEUS,Michelin,BALSAS,Maranhão,-7.52,-46.05682,(99) 3541-5767,,
PNEUS ESTRELA IMPERATRIZ,Michelin,IMPERATRIZ,Maranhão,-5.52,-47.47309,(99) 3524-2013,,
L. G. PNEUS SANTA INÊS,Michelin,SANTA INÊS,Maranhão,-9.62,-35.72427,(99) 3653-9247,,
ALBERTO PNEUS AREINHA,Michelin,SÃO LUÍS,Maranhão,-2.54,-44.28795,(98) 3214-8760,,
RIPEL AUTO PECAS,Michelin,SÃO LUÍS,Maranhão,-2.54,-44.30129,(98) 3232-9253,,
PIT STOP AUTO CENTER,Michelin,CAMPO NOVO DOS PARECIS,Mato Grosso,-13.66,-57.89389,(65) 3382-7400,,
BIANCHI PNEUS,Michelin,CUIABA,Mato Grosso,-15.58,-56.07846,(61) 2136-0222,,
SPEED PNEUS CUIABA 1,Michelin,CUIABÁ,Mato Grosso,-15.61,-56.0735,(65) 3618-6010,,
SPEED PNEUS CUIABA 2,Michelin,CUIABÁ,Mato Grosso,-15.6,-56.09963,(65) 3618-6020,,
NACIONAL PNEUS,Michelin,GUARANTÃ DO NORTE,Mato Grosso,-9.95,-54.90394,(66) 3552-2447,,
BIANCHI PNEUS 3,Michelin,LUCAS DO RIO VERDE,Mato Grosso,-13.06,-55.91561,(65) 3212-5000,,
INGA PNEUS LTDA,Michelin,PRIMAVERA DO LESTE,Mato Grosso,-15.55,-54.2944,(66) 3500-1225,,
KAHAUTO PNEUS,Michelin,RONDONÓPOLIS,Mato Grosso,-16.47,-54.63649,(66) 3425-5100,,
KAHAUTO PNEUS 2,Michelin,RONDONÓPOLIS,Mato Grosso,-16.47,-54.64283,(66) 3426-1400,,
BIANCHI PNEUS,Michelin,SINOP,Mato Grosso,-11.88,-55.50573,(66) 3515-0020,,
BIANCHI PNEUS II,Michelin,SINOP,Mato Grosso,-11.85,-55.50382,(66) 99909-0020,,
BIANCHI PNEUS SORRISO,Michelin,SORRISO,Mato Grosso,-12.55,-55.71202,(66) 99200-4680,,
SAGA PNEUS,Michelin,SORRISO,Mato Grosso,-12.57,-55.72419,(66) 3544-1435,,
PIT STOP TANGARÁ,Michelin,TANGARÁ DA SERRA,Mato Grosso,-14.61,-57.48092,(65) 3326-7400,,
SPEED PNEUS CGR 1,Michelin,CAMPO GRANDE,Mato Grosso do Sul,-20.47,-54.61559,(67) 3382-4020,,
SPEED PNEUS CGR 2,Michelin,CAMPO GRANDE,Mato Grosso do Sul,-20.46,-54.5924,(67) 3326-7070,,
SPEED PNEUS CGR 3,Michelin,CAMPO GRANDE,Mato Grosso do Sul,-20.48,-54.60536,(67) 3341-3277,,
CAPITAL PNEUS,Michelin,DOURADOS,Mato Grosso do Sul,-22.23,-54.8,(67) 98466-4760,,
PNEUSOL,Michelin,TRÊS LAGOAS,Mato Grosso do Sul,-20.79,-51.72,(67) 3524-3030,,
BRITTOS PNEUS ALFENAS,Michelin,ALFENAS,Minas Gerais,-21.41,-45.94745,(35) 3292-5505,,
PNEUARA ARAXA,Michelin,ARAXA,Minas Gerais,-19.60495,-46.91858,(34) 3664-5556,,
GOMINHA PNEUS - ARCOS,Michelin,ARCOS,Minas Gerais,-20.28,-45.5429,(37) 3405-0555,,
JACAR BARBACENA,Michelin,BARBACENA,Minas Gerais,-21.21,-43.75956,(32) 3332-2366,,
GOMINHA PNEUS BH,Michelin,BELO HORIZONTE,Minas Gerais,-19.89,-43.99353,(31) 2010-7011,,
GOMINHA PNEUS BH LOURDES,Michelin,BELO HORIZONTE,Minas Gerais,-19.93,-43.94,(31) 3335-0612,,
LAFER C AUTOMOT,Michelin,BELO HORIZONTE,Minas Gerais,-19.93,-43.92004,(31) 3282-7633,,
PRODOESTE BETIM,Michelin,BETIM,Minas Gerais,-19.96,-44.15772,(31) 3594-8490,,
JR PNEUS CARATINGA,Michelin,CARATINGA,Minas Gerais,-19.8,-42.13766,(33) 3321-7237,,
MINASMAQUINAS LAFAIETE,Michelin,CONSELHEIRO LAFAIETE,Minas Gerais,-20.64,-43.81592,(31) 3764-5825,,
PIT STOP PNEUS - CURVELO,Michelin,CURVELO,Minas Gerais,-18.75,-44.421,(38) 3722-6016,,
BRITTOS PNEUS - DIVINOPOLIS,Michelin,DIVINÓPOLIS,Minas Gerais,-20.15,-44.91,(37) 3213-6100,,
MG7 I,Michelin,GOVERNADOR VALADARES,Minas Gerais,-18.85,-41.94704,(33) 3277-2750,,
MG7 PNEUS,Michelin,GOVERNADOR VALADARES,Minas Gerais,-18.86,-41.94273,(33) 3271-1900,,
JR PNEUS IPATINGA,Michelin,IPATINGA,Minas Gerais,-19.48,-42.54543,(31) 3821-3135,,
ITAJUBA PNEUS,Michelin,ITAJUBÁ,Minas Gerais,-22.43,-45.46707,(35) 3623-1114,,
PIT STOP PNEUS AUTO CENTER LTDA,Michelin,JANAÚBA,Minas Gerais,-15.81,-43.29978,(38) 3821-2020,,
JACAR JUIZ DE FORA,Michelin,JUIZ DE FORA,Minas Gerais,-21.78,-43.36031,(32) 3232-4900,,
GOMINHA PNEUS LAGOA DA PRATA,Michelin,LAGOA DA PRATA,Minas Gerais,-20.02,-45.54,(37) 3262-2260,,
PNEUS SÃO PAULO,Michelin,LAVRAS,Minas Gerais,-21.25,-45.00925,(35) 3822-1500,,
REAL PNEUS,Michelin,MANHUAÇU,Minas Gerais,-20.25,-42.02671,(33) 3332-3978,,
PIT STOP MONTES CLAROS,Michelin,MONTES CLAROS,Minas Gerais,-16.72,-43.85,(38) 3222-5559,,
PIT STOP MONTES CLAROS 2,Michelin,MONTES CLAROS,Minas Gerais,-16.71,-43.84356,(38) 3523-1531,,
Pneus São Paulo,Michelin,OURO PRETO,Minas Gerais,-20.40206,-43.50401,(31) 3551-2200,,
GOMINHA PNEUS - PARÁ DE MINAS,Michelin,PARÁ DE MINAS,Minas Gerais,-19.86,-44.61121,(31) 3231-9283,,
ALVESCAR II,Michelin,PASSOS,Minas Gerais,-20.73,-46.60641,(35) 3522-8500,,
PIT STOP PATOS DE MINAS,Michelin,PATOS DE MINAS,Minas Gerais,-18.6,-46.51511,(34) 3825-7100,,
SG PNEUS,Michelin,PONTE NOVA,Minas Gerais,-20.42,-42.90526,(31) 3817-3007,,
Tegra,Michelin,Pouso Alegre,Minas Gerais,-22.23441,-45.93008,(35) 99723-5360,,
PIT STOP SETE LAGOAS,Michelin,SETE LAGOAS,Minas Gerais,-19.46,-44.24407,(31) 3774-1020,,
PORT PNEUS,Michelin,Sete Lagoas,Minas Gerais,-19.45768,-44.24317,(31) 3774-1020,,
PNEU PSP,Michelin,SÃO JOÃO DEL REI,Minas Gerais,-21.11,-44.23248,(32) 3372-4745,,
JR PNEUS TEÓFILO OTONI,Michelin,TEÓFILO OTONI,Minas Gerais,-17.87,-41.51688,(33) 3523-5407,,
CARDOSO PNEUS - BRASIL,Michelin,UBERLÂNDIA,Minas Gerais,-18.89,-48.26054,(34) 3222-8888,,
CARDOSO PNEUS - CENTRO,Michelin,UBERLÂNDIA,Minas Gerais,-18.91,-48.27692,(34) 3214-5555,,
PNEUARA,Michelin,UBERLÂNDIA,Minas Gerais,-18.92,-48.26311,(34) 3231-9800,,
JACAR UBÁ,Michelin,UBÁ,Minas Gerais,-21.12,-42.94109,(32) 3531-1844,,
BRITTO'S PNEUS,Michelin,VARGINHA,Minas Gerais,-21.56,-45.45,(35) 3690-3502,,
SM PNEUS,Michelin,CAMPO MOURÃO,Paraná,-24.04,-52.3708,(44) 3525-3737,,
S4 AUTO CENTER LTDA,Michelin,CASCAVEL,Paraná,-24.95,-53.48732,(45) 99963-0094,,
SARAIVA,Michelin,CASCAVEL,Paraná,-24.96,-53.41409,(45) 3227-1588,,
INGO HOFFMANN,Michelin,CURITIBA,Paraná,-25.44,-49.32,(41) 3015-9080,,
INGO HOFFMANN II,Michelin,CURITIBA,Paraná,-25.42,-49.26,(41) 3029-4117,,
INGO HOFFMANN MICHELIN CAR SERVICE,Michelin,CURITIBA,Paraná,-25.46,-49.25646,(41) 3029-8400,,
M3 PNEUS,Michelin,FOZ DO IGUAÇU,Paraná,-25.51,-54.59,(45) 3528-7722,,
BEL PNEUS - Francisco Beltrão,Michelin,Francisco Beltrão,Paraná,-26.07464,-53.05335,(46) 3524-8181,,
GL DEZ,Michelin,LONDRINA,Paraná,-23.31,-51.14739,(43) 3326-0300,,
GL HIGIENÓPOLIS,Michelin,LONDRINA,Paraná,-23.33,-51.16791,(43) 3323-0600,,
GL TIRADENTES,Michelin,LONDRINA,Paraná,-23.3,-51.18146,(43) 3348-0303,,
DE MENECH AUTO CENTER,Michelin,MEDIANEIRA,Paraná,-25.29,-54.1,(45) 3264-2594,,
BEL PNEUS LTDA - ME,Michelin,PATO BRANCO,Paraná,-26.24,-52.67213,(46) 3225-8100,,
PNEUMAX,Michelin,PONTA GROSSA,Paraná,-25.08,-50.17922,(42) 3027-7422,,
TAQUARENSE PNEUS E RODAS,Michelin,PONTA GROSSA,Paraná,-25.07324,-50.17377,(42) 3028-9898,,
REAL PNEUS,Michelin,SANTA IZABEL DO OESTE,Paraná,-25.81,-53.48836,(46) 3542-1354,,
PILOTTE PNEUS,Michelin,SANTO ANTÔNIO DA PLATINA,Paraná,-23.29,-50.07,(43) 3534-6700,,
PALUDO PNEUS,Michelin,TOLEDO,Paraná,-24.72,-53.72562,(45) 3278-8282,,
MS PNEUS,Michelin,UNIÃO DA VITÓRIA,Paraná,-26.20665,-50.93329,(42) 3523-3603,,
LAERCIO ALINHAMENTO – MARIA DO SOCORRO PEREIRA DA SILVA - ME,Michelin,CAJAZEIRAS,Paraíba,-6.89581,-38.54692,8391159385,,
AC CENTRO AUTOMOTIVO LTDA,Michelin,CAMPINA GRANDE,Paraíba,-7.21226,-35.89633,(83) 3065-1027,,
AC COMERCIO DE PNEUS LTDA,Michelin,CAMPINA GRANDE,Paraíba,-7.21569,-35.89116,(83) 3341-3159,,
AUTO SERV,Michelin,CAMPINA GRANDE,Paraíba,-7.22,-35.89,(83) 3321-2605,,
A B AUTO CENTER LTDA,Michelin,JOAO PESSOA,Paraíba,-6.48595,-37.44694,8398909432,,
REVISACAR JOÃO PESSOA,Michelin,JOÃO PESSOA,Paraíba,-7.12,-34.85501,(83) 3244-9444,,
J L COMERCIO DE PNEUS LTDA,Michelin,PATOS,Paraíba,-7.05719,-37.27662,(83) 3421-4344,,
FORMOSA PNEUS,Michelin,BELÉM,Pará,-1.36,-48.45,(91) 3348-9051,,
ARAGUAIA AUTOPECAS,Michelin,MARABÁ,Pará,-5.37,-49.12301,(94) 99211-2553,,
ZILLI PNEUS MARITUBA,Michelin,MARITUBA,Pará,-1.37,-48.32938,(91) 3197-0751,,
NORTE PNEUS,Michelin,SANTARÉM,Pará,-2.43,-54.73684,(93) 99183-0977,,
NCR,Michelin,TOMÉ-AÇÚ,Pará,-2.42,-48.24952,(91) 3734-1311,,
DIPARÁ TUCUMÃ,Michelin,TUCUMÃ,Pará,-7.11,-49.94,(94) 3433-1845,,
RENOVADORA DE PNEUS CRUZEIRO,Michelin,ARCOVERDE,Pernambuco,-8.42,-37.05264,(87) 98809-4329,,
PODIUM PNEUS CARUARU,Michelin,CARUARU,Pernambuco,-8.27,-35.98,(81) 3719-1696,,
PODIUM PETROLINA,Michelin,PETROLINA,Pernambuco,-9.38,-40.52,(87) 3863-2811,,
PODIUM RECIFE,Michelin,RECIFE,Pernambuco,-8.09,-34.89,(81) 3019-7679,,
SARTORIO PNEUS LTDA,Michelin,BOM JESUS,Piauí,-9.0735,-44.33355,(86) 99983-2110,,
RHAMON TEIXEIRA BENIGNO                                    ,Michelin,TERESINA,Piauí,-5.11838,-42.798,(86) 3227-6400,,
V. MACHADO MIGUEL ROSA,Michelin,TERESINA,Piauí,-5.12,-42.79891,(86) 3085-1401,,
V. MACHADO VISCONDE DE PARNAIBA,Michelin,TERESINA,Piauí,-5.06,-42.79583,(86) 3304-1402,,
MULTI PNEUS LTDA,Michelin,CAICO,Rio Grande do Norte,-6.59166,-36.7773,(84) 99942-0065,,
JOSE ERNANDES DE OLIVEIRA FILHO,Michelin,CURRAIS NOVOS,Rio Grande do Norte,-6.25416,-36.5157,(84) 99830-5638,,
A J BATISTA DO NASCIMENTO COMERCIO LIMITADA,Michelin,JARDIM DO SERIDO,Rio Grande do Norte,-6.58945,-36.76844,(84) 99907-2149,,
M L DE SOUZA,Michelin,MOSSORO,Rio Grande do Norte,-5.18284,-37.34582,(84) 99668-0077,,
TROKAUTO,Michelin,NATAL,Rio Grande do Norte,-5.81,-35.21048,(84) 3615-1040,,
G E DE MEDEIROS ME,Michelin,PARELHAS,Rio Grande do Norte,-6.68737,-36.65692,(84) 99963-2956,,
GARBIN PNEUS - BAGE,Michelin,BAGÉ,Rio Grande do Sul,-31.32,-54.09,(53) 3241-7507,,
LUDA PNEUS,Michelin,BENTO GONÇALVES,Rio Grande do Sul,-29.17,-51.51883,(54) 3055-2004,,
JONAS PNEUS - CACHOEIRINHA,Michelin,CACHOEIRINHA,Rio Grande do Sul,-29.96,-51.11,(51) 3469-0169,,
JONAS PNEUS CAMPO BOM,Michelin,CAMPO BOM,Rio Grande do Sul,-29.68,-51.07428,(51) 3134-3302,,
JONAS PNEUS - CANOAS,Michelin,CANOAS,Rio Grande do Sul,-29.92,-51.17765,(51) 3051-6889,,
DENISAR PNEUS,Michelin,CARAZINHO,Rio Grande do Sul,-28.31,-52.79365,(54) 3329-2866,,
AUTO K - LOJA 1,Michelin,CAXIAS DO SUL,Rio Grande do Sul,-29.15,-51.16275,(54) 3027-7878,,
AUTO K - LOJA 2,Michelin,CAXIAS DO SUL,Rio Grande do Sul,-29.15,-51.19677,(54) 3217-2737,,
AG PNEUS - ERECHIM,Michelin,ERECHIM,Rio Grande do Sul,-27.65,-52.27,(54) 3522-1475,,
Jonas Pneus - Novo Hamburgo,Michelin,Novo Hamburgo,Rio Grande do Sul,-29.68506,-51.13929,(51) 3581-2121,,
RG PNEUS - PASSO FUNDO,Michelin,PASSO FUNDO,Rio Grande do Sul,-28.27,-52.43,(54) 3317-1911,,
JONAS PNEUS - ASSIS BRASIL,Michelin,PORTO ALEGRE,Rio Grande do Sul,-30.01,-51.17,(51) 3019-8659,,
JONAS PNEUS - SERTÓRIO,Michelin,PORTO ALEGRE,Rio Grande do Sul,-30.0,-51.19,(51) 3342-9717,,
GARBIN PNEUS - SANTA CRUZ,Michelin,SANTA CRUZ DO SUL,Rio Grande do Sul,-29.72,-52.43,(51) 3713-3445,,
JONAS PNEUS SÃO LEOPOLDO,Michelin,SÃO LEOPOLDO,Rio Grande do Sul,-29.77,-51.15184,(51) 3037-7489,,
LACASEMA PNEUS,Michelin,ANGRA DOS REIS,Rio de Janeiro,-23.0,-44.30402,(24) 3367-1387,,
ROBERTO PNEUS BARRA MANSA,Michelin,BARRA MANSA,Rio de Janeiro,-22.55,-44.16139,(24) 3323-3718,,
CIONA COMERCIO DE PNEUS,Michelin,CABO FRIO,Rio de Janeiro,-22.89,-42.05,(22) 2643-2565,,
900HP,Michelin,CAMPOS DOS GOYTACAZES,Rio de Janeiro,-21.78,-41.30612,(22) 3033-0900,,
CAMPOS PNEUS,Michelin,CAMPOS DOS GOYTACAZES,Rio de Janeiro,-21.77,-41.31282,(22) 2726-4343,,
FRIVEL,Michelin,NOVA FRIBURGO,Rio de Janeiro,-22.26,-42.53173,(22) 2525-2525,,
KM LIVRE PNEUS,Michelin,PETRÓPOLIS,Rio de Janeiro,-22.48,-43.17118,(24) 99278-8025,,
